STABREV,STATE,State-County-Code,POVERTY_RATE,YEAR
MI,26,26075,15.4,2014
MI,26,26077,18.9,2014
MI,26,26079,17.4,2014
MI,26,26081,15.3,2014
MI,26,26083,12.7,2014
MI,26,26085,29.2,2014
MI,26,26087,11.1,2014
MI,26,26089,8.9,2014
MI,26,26091,14.5,2014
MI,26,26093,6.1,2014
MI,26,26095,20.6,2014
MI,26,26097,15.4,2014
MI,26,26099,12.3,2014
MI,26,26101,16.6,2014
MI,26,26103,15.4,2014
MI,26,26105,16.3,2014
MI,26,26107,23.0,2014
MI,26,26109,14.5,2014
MI,26,26111,11.9,2014
MI,26,26113,16.1,2014
MI,26,26115,10.4,2014
MI,26,26117,20.4,2014
MI,26,26119,15.7,2014
MI,26,26121,20.0,2014
MI,26,26123,21.0,2014
MI,26,26125,10.0,2014
MI,26,26127,20.1,2014
MI,26,26129,21.4,2014
MI,26,26131,17.8,2014
MI,26,26133,20.4,2014
MI,26,26135,20.5,2014
MI,26,26137,13.2,2014
MI,26,26139,9.1,2014
MI,26,26141,16.1,2014
MI,26,26143,20.7,2014
MI,26,26145,17.4,2014
MI,26,26147,13.8,2014
MI,26,26149,18.5,2014
MI,26,26151,14.7,2014
MI,26,26153,17.6,2014
MI,26,26155,15.3,2014
MI,26,26157,15.6,2014
MI,26,26159,16.5,2014
MI,26,26161,14.3,2014
MI,26,26163,24.1,2014
MI,26,26165,19.0,2014
MN,27,27001,14.9,2014
MN,27,27003,7.6,2014
MN,27,27005,14.6,2014
MN,27,27007,18.5,2014
MN,27,27009,13.6,2014
MN,27,27011,12.8,2014
MN,27,27013,17.9,2014
MN,27,27015,8.9,2014
MN,27,27017,12.1,2014
MN,27,27019,4.8,2014
MN,27,27021,15.7,2014
MN,27,27023,11.5,2014
MN,27,27025,6.2,2014
MN,27,27027,13.3,2014
MN,27,27029,17.8,2014
MN,27,27031,10.4,2014
MN,27,27033,12.9,2014
MN,27,27035,10.9,2014
MN,27,27037,7.3,2014
MN,27,27039,7.6,2014
MN,27,27041,9.6,2014
MN,27,27043,13.5,2014
MN,27,27045,11.6,2014
MN,27,27047,12.5,2014
MN,27,27049,9.6,2014
MN,27,27051,10.5,2014
MN,27,27053,13.0,2014
MN,27,27055,8.4,2014
MN,27,27057,12.2,2014
MN,27,27059,7.8,2014
MN,27,27061,14.7,2014
MN,27,27063,9.8,2014
MN,27,27065,13.8,2014
MN,27,27067,11.5,2014
MN,27,27069,9.9,2014
MN,27,27071,15.3,2014
MN,27,27073,10.4,2014
MN,27,27075,10.5,2014
MN,27,27077,10.7,2014
MN,27,27079,8.9,2014
MN,27,27081,10.2,2014
MN,27,27083,11.5,2014
MN,27,27085,7.9,2014
MN,27,27087,19.6,2014
MN,27,27089,9.6,2014
MN,27,27091,12.2,2014
MN,27,27093,10.0,2014
MN,27,27095,12.0,2014
MN,27,27097,11.8,2014
MN,27,27099,12.1,2014
MN,27,27101,9.6,2014
MN,27,27103,10.2,2014
MN,27,27105,13.0,2014
MN,27,27107,13.4,2014
MN,27,27109,9.8,2014
MN,27,27111,11.2,2014
MN,27,27113,9.3,2014
MN,27,27115,17.5,2014
MN,27,27117,12.2,2014
MN,27,27119,12.7,2014
MN,27,27121,10.4,2014
MN,27,27123,16.5,2014
MN,27,27125,9.2,2014
MN,27,27127,12.4,2014
MN,27,27129,11.3,2014
MN,27,27131,13.0,2014
MN,27,27133,9.6,2014
MN,27,27135,9.2,2014
MN,27,27137,17.0,2014
MN,27,27139,5.5,2014
MN,27,27141,7.2,2014
MN,27,27143,9.2,2014
MN,27,27145,13.4,2014
MN,27,27147,10.9,2014
MN,27,27149,14.2,2014
MN,27,27151,10.8,2014
MN,27,27153,17.8,2014
MN,27,27155,12.2,2014
MN,27,27157,7.3,2014
MN,27,27159,15.8,2014
MN,27,27161,10.1,2014
MN,27,27163,6.0,2014
MN,27,27165,10.4,2014
MN,27,27167,10.3,2014
MN,27,27169,15.8,2014
MN,27,27171,6.0,2014
MN,27,27173,11.2,2014
MS,28,28001,32.9,2014
MS,28,28003,21.8,2014
MS,28,28005,23.2,2014
MS,28,28007,23.6,2014
MS,28,28009,25.6,2014
MS,28,28011,34.0,2014
MS,28,28013,25.0,2014
MS,28,28015,17.9,2014
MS,28,28017,24.7,2014
MS,28,28019,24.2,2014
MS,28,28021,42.6,2014
MS,28,28023,22.4,2014
MS,28,28025,28.4,2014
MS,28,28027,35.0,2014
MS,28,28029,26.0,2014
MS,28,28031,26.5,2014
MS,28,28033,10.1,2014
MS,28,28035,26.4,2014
MS,28,28037,20.5,2014
MS,28,28039,17.0,2014
MS,28,28041,23.6,2014
MS,28,28043,24.8,2014
MS,28,28045,19.8,2014
MS,28,28047,18.8,2014
MS,28,28049,23.6,2014
MS,28,28051,44.0,2014
MS,28,28053,40.3,2014
MS,28,28055,39.5,2014
MS,28,28057,17.2,2014
MS,28,28059,15.6,2014
MS,28,28061,22.7,2014
MS,28,28063,38.5,2014
MS,28,28065,29.8,2014
MS,28,28067,24.4,2014
MS,28,28069,28.2,2014
MS,28,28071,25.9,2014
MS,28,28073,14.2,2014
MS,28,28075,21.7,2014
MS,28,28077,22.3,2014
MS,28,28079,27.1,2014
MS,28,28081,19.4,2014
MS,28,28083,40.1,2014
MS,28,28085,21.6,2014
MS,28,28087,23.6,2014
MS,28,28089,13.1,2014
MS,28,28091,30.4,2014
MS,28,28093,21.5,2014
MS,28,28095,20.1,2014
MS,28,28097,24.7,2014
MS,28,28099,20.7,2014
MS,28,28101,22.3,2014
MS,28,28103,31.3,2014
MS,28,28105,29.9,2014
MS,28,28107,25.9,2014
MS,28,28109,19.3,2014
MS,28,28111,22.6,2014
MS,28,28113,30.5,2014
MS,28,28115,17.7,2014
MS,28,28117,22.3,2014
MS,28,28119,36.2,2014
MS,28,28121,11.1,2014
MS,28,28123,26.9,2014
MS,28,28125,37.4,2014
MS,28,28127,25.9,2014
MS,28,28129,20.8,2014
MS,28,28131,19.5,2014
MS,28,28133,34.8,2014
MS,28,28135,37.4,2014
MS,28,28137,18.5,2014
MS,28,28139,19.1,2014
MS,28,28141,17.7,2014
MS,28,28143,27.9,2014
MS,28,28145,15.9,2014
MS,28,28147,26.4,2014
MS,28,28149,21.7,2014
MS,28,28151,35.1,2014
MS,28,28153,24.7,2014
MS,28,28155,22.1,2014
MS,28,28157,32.5,2014
MS,28,28159,26.3,2014
MS,28,28161,23.4,2014
MS,28,28163,34.6,2014
MO,29,29001,26.9,2014
MO,29,29003,10.7,2014
MO,29,29005,12.2,2014
MO,29,29007,17.2,2014
MO,29,29009,20.2,2014
MO,29,29011,19.1,2014
MO,29,29013,18.4,2014
MO,29,29015,19.5,2014
MO,29,29017,20.1,2014
MO,29,29019,19.5,2014
MO,29,29021,17.8,2014
MO,29,29023,21.3,2014
MO,29,29025,16.2,2014
MO,29,29027,14.2,2014
MO,29,29029,17.5,2014
MO,29,29031,17.0,2014
MO,29,29033,16.5,2014
MO,29,29035,24.0,2014
MO,29,29037,10.5,2014
MO,29,29039,21.4,2014
MO,29,29041,12.0,2014
MO,29,29043,11.3,2014
MO,29,29045,15.7,2014
MO,29,29047,9.1,2014
MO,29,29049,12.4,2014
MO,29,29051,13.3,2014
MO,29,29053,14.0,2014
MO,29,29055,20.7,2014
MO,29,29057,18.5,2014
MO,29,29059,21.7,2014
MO,29,29061,16.8,2014
MO,29,29063,18.6,2014
MO,29,29065,21.6,2014
MO,29,29067,23.0,2014
MO,29,29069,29.8,2014
MO,29,29071,11.8,2014
MO,29,29073,13.5,2014
MO,29,29075,15.4,2014
MO,29,29077,20.6,2014
MO,29,29079,19.2,2014
MO,29,29081,19.0,2014
MO,29,29083,18.3,2014
MO,29,29085,22.1,2014
MO,29,29087,14.4,2014
MO,29,29089,15.6,2014
MO,29,29091,22.1,2014
MO,29,29093,22.1,2014
MO,29,29095,16.5,2014
MO,29,29097,19.6,2014
MO,29,29099,10.6,2014
MO,29,29101,14.6,2014
MO,29,29103,19.4,2014
MO,29,29105,18.4,2014
MO,29,29107,13.4,2014
MO,29,29109,18.6,2014
MO,29,29111,14.3,2014
MO,29,29113,15.7,2014
MO,29,29115,20.0,2014
MO,29,29117,16.6,2014
MO,29,29119,22.2,2014
MO,29,29121,17.0,2014
MO,29,29123,20.4,2014
MO,29,29125,16.1,2014
MO,29,29127,18.0,2014
MO,29,29129,15.0,2014
MO,29,29131,17.4,2014
MO,29,29133,32.2,2014
MO,29,29135,13.9,2014
MO,29,29137,15.8,2014
MO,29,29139,16.1,2014
MO,29,29141,20.7,2014
MO,29,29143,23.3,2014
MO,29,29145,14.3,2014
MO,29,29147,20.2,2014
MO,29,29149,23.9,2014
MO,29,29151,10.2,2014
MO,29,29153,22.3,2014
MO,29,29155,28.7,2014
MO,29,29157,11.6,2014
MO,29,29159,17.6,2014
MO,29,29161,21.6,2014
MO,29,29163,18.9,2014
MO,29,29165,6.9,2014
MO,29,29167,18.1,2014
MO,29,29169,15.9,2014
MO,29,29171,18.6,2014
MO,29,29173,11.6,2014
MO,29,29175,18.3,2014
MO,29,29177,15.3,2014
MO,29,29179,21.5,2014
MO,29,29181,25.1,2014
MO,29,29183,6.8,2014
MO,29,29185,21.7,2014
MO,29,29186,13.1,2014
MO,29,29187,20.3,2014
MO,29,29189,9.6,2014
MO,29,29195,16.3,2014
MO,29,29197,18.2,2014
MO,29,29199,16.3,2014
MO,29,29201,20.9,2014
MO,29,29203,28.2,2014
MO,29,29205,16.6,2014
MO,29,29207,19.0,2014
MO,29,29209,16.2,2014
MO,29,29211,17.7,2014
MO,29,29213,18.7,2014
MO,29,29215,21.5,2014
MO,29,29217,17.5,2014
MO,29,29219,12.8,2014
MO,29,29221,25.5,2014
MO,29,29223,26.4,2014
MO,29,29225,17.8,2014
MO,29,29227,15.5,2014
MO,29,29229,22.7,2014
MO,29,29510,28.8,2014
MT,30,30001,15.1,2014
MT,30,30003,30.6,2014
MT,30,30005,25.2,2014
MT,30,30007,11.7,2014
MT,30,30009,12.7,2014
MT,30,30011,14.0,2014
MT,30,30013,14.3,2014
MT,30,30015,19.4,2014
MT,30,30017,11.0,2014
MT,30,30019,10.8,2014
MT,30,30021,11.7,2014
MT,30,30023,17.1,2014
MT,30,30025,8.0,2014
MT,30,30027,14.8,2014
MT,30,30029,13.6,2014
MT,30,30031,13.9,2014
MT,30,30033,15.1,2014
MT,30,30035,31.8,2014
MT,30,30037,20.1,2014
MT,30,30039,14.4,2014
MT,30,30041,17.6,2014
MT,30,30043,10.4,2014
MT,30,30045,14.6,2014
MT,30,30047,22.7,2014
MT,30,30049,12.0,2014
MT,30,30051,19.1,2014
MT,30,30053,19.2,2014
MT,30,30055,15.4,2014
MT,30,30057,12.6,2014
MT,30,30059,18.0,2014
MT,30,30061,17.3,2014
MT,30,30063,15.8,2014
MT,30,30065,19.1,2014
MT,30,30067,14.7,2014
MT,30,30069,17.5,2014
MT,30,30071,15.7,2014
MT,30,30073,20.3,2014
MT,30,30075,12.3,2014
MT,30,30077,20.2,2014
MT,30,30079,12.3,2014
MT,30,30081,17.2,2014
MT,30,30083,8.2,2014
MT,30,30085,23.8,2014
MT,30,30087,20.5,2014
MT,30,30089,20.7,2014
MT,30,30091,10.2,2014
MT,30,30093,19.5,2014
MT,30,30095,8.4,2014
MT,30,30097,12.0,2014
MT,30,30099,13.9,2014
MT,30,30101,17.2,2014
MT,30,30103,13.2,2014
MT,30,30105,12.4,2014
MT,30,30107,19.5,2014
MT,30,30109,11.7,2014
MT,30,30111,12.3,2014
NE,31,31001,12.5,2014
NE,31,31003,14.0,2014
NE,31,31005,10.2,2014
NE,31,31007,12.4,2014
NE,31,31009,15.7,2014
NE,31,31011,10.3,2014
NE,31,31013,11.4,2014
NE,31,31015,13.9,2014
NE,31,31017,12.8,2014
NE,31,31019,12.5,2014
NE,31,31021,10.6,2014
NE,31,31023,9.2,2014
NE,31,31025,6.9,2014
NE,31,31027,10.4,2014
NE,31,31029,9.3,2014
NE,31,31031,13.3,2014
NE,31,31033,9.0,2014
NE,31,31035,11.3,2014
NE,31,31037,10.3,2014
NE,31,31039,9.1,2014
NE,31,31041,13.4,2014
NE,31,31043,14.8,2014
NE,31,31045,18.8,2014
NE,31,31047,13.7,2014
NE,31,31049,11.8,2014
NE,31,31051,10.7,2014
NE,31,31053,12.9,2014
NE,31,31055,14.0,2014
NE,31,31057,13.8,2014
NE,31,31059,10.1,2014
NE,31,31061,13.6,2014
NE,31,31063,13.7,2014
NE,31,31065,12.7,2014
NE,31,31067,11.0,2014
NE,31,31069,15.6,2014
NE,31,31071,11.8,2014
NE,31,31073,9.1,2014
NE,31,31075,11.0,2014
NE,31,31077,12.7,2014
NE,31,31079,14.7,2014
NE,31,31081,6.9,2014
NE,31,31083,11.4,2014
NE,31,31085,14.5,2014
NE,31,31087,13.8,2014
NE,31,31089,12.5,2014
NE,31,31091,9.6,2014
NE,31,31093,11.5,2014
NE,31,31095,11.5,2014
NE,31,31097,13.9,2014
NE,31,31099,9.6,2014
NE,31,31101,12.0,2014
NE,31,31103,20.5,2014
NE,31,31105,11.7,2014
NE,31,31107,14.9,2014
NE,31,31109,14.0,2014
NE,31,31111,14.5,2014
NE,31,31113,9.4,2014
NE,31,31115,15.5,2014
NE,31,31117,13.9,2014
NE,31,31119,13.7,2014
NE,31,31121,10.4,2014
NE,31,31123,14.0,2014
NE,31,31125,11.7,2014
NE,31,31127,13.6,2014
NE,31,31129,13.4,2014
NE,31,31131,10.0,2014
NE,31,31133,12.2,2014
NE,31,31135,10.4,2014
NE,31,31137,9.5,2014
NE,31,31139,10.0,2014
NE,31,31141,8.4,2014
NE,31,31143,8.0,2014
NE,31,31145,11.7,2014
NE,31,31147,14.4,2014
NE,31,31149,15.0,2014
NE,31,31151,10.1,2014
NE,31,31153,5.3,2014
NE,31,31155,8.2,2014
NE,31,31157,15.6,2014
NE,31,31159,8.2,2014
NE,31,31161,16.0,2014
NE,31,31163,12.1,2014
NE,31,31165,16.0,2014
NE,31,31167,9.2,2014
NE,31,31169,10.7,2014
NE,31,31171,15.4,2014
NE,31,31173,34.0,2014
NE,31,31175,12.3,2014
NE,31,31177,7.4,2014
NE,31,31179,13.6,2014
NE,31,31181,12.7,2014
NE,31,31183,12.6,2014
NE,31,31185,10.6,2014
NV,32,32001,13.2,2014
NV,32,32003,15.6,2014
NV,32,32005,10.3,2014
NV,32,32007,10.8,2014
NV,32,32009,14.0,2014
NV,32,32011,9.8,2014
NV,32,32013,10.7,2014
NV,32,32015,11.0,2014
NV,32,32017,15.1,2014
NV,32,32019,13.7,2014
NV,32,32021,19.0,2014
NV,32,32023,16.8,2014
NV,32,32027,18.5,2014
NV,32,32029,8.4,2014
NV,32,32031,15.4,2014
NV,32,32033,13.7,2014
NV,32,32510,19.3,2014
NH,33,33001,10.0,2014
NH,33,33003,10.7,2014
NH,33,33005,11.8,2014
NH,33,33007,14.9,2014
NH,33,33009,11.6,2014
NH,33,33011,8.7,2014
NH,33,33013,9.5,2014
NH,33,33015,6.1,2014
NH,33,33017,11.8,2014
NH,33,33019,10.4,2014
NJ,34,34001,15.1,2014
NJ,34,34003,7.6,2014
NJ,34,34005,7.2,2014
NJ,34,34007,13.0,2014
NJ,34,34009,13.0,2014
NJ,34,34011,19.5,2014
NJ,34,34013,16.7,2014
NJ,34,34015,8.2,2014
NJ,34,34017,17.7,2014
NJ,34,34019,4.7,2014
NJ,34,34021,11.8,2014
NJ,34,34023,8.3,2014
NJ,34,34025,8.2,2014
NJ,34,34027,5.0,2014
NJ,34,34029,11.9,2014
NJ,34,34031,18.2,2014
NJ,34,34033,13.1,2014
NJ,34,34035,5.0,2014
NJ,34,34037,6.2,2014
NJ,34,34039,11.1,2014
NJ,34,34041,8.3,2014
NM,35,35001,18.7,2014
NM,35,35003,22.2,2014
NM,35,35005,23.4,2014
NM,35,35006,28.8,2014
NM,35,35007,20.5,2014
NM,35,35009,19.2,2014
NM,35,35011,20.6,2014
NM,35,35013,27.9,2014
NM,35,35015,14.1,2014
NM,35,35017,19.1,2014
NM,35,35019,25.8,2014
NM,35,35021,14.8,2014
NM,35,35023,24.5,2014
NM,35,35025,16.6,2014
NM,35,35027,20.1,2014
NM,35,35028,4.2,2014
NM,35,35029,30.6,2014
NM,35,35031,35.8,2014
NM,35,35033,24.2,2014
NM,35,35035,20.2,2014
NM,35,35037,23.9,2014
NM,35,35039,24.1,2014
NM,35,35041,24.0,2014
NM,35,35043,12.6,2014
NM,35,35045,21.0,2014
NM,35,35047,25.5,2014
NM,35,35049,14.2,2014
NM,35,35051,23.8,2014
NM,35,35053,31.0,2014
NM,35,35055,19.2,2014
NM,35,35057,27.6,2014
NM,35,35059,19.4,2014
NM,35,35061,24.5,2014
NY,36,36001,13.5,2014
NY,36,36003,18.3,2014
NY,36,36005,31.5,2014
NY,36,36007,17.2,2014
NY,36,36009,16.2,2014
NY,36,36011,12.7,2014
NY,36,36013,19.3,2014
NY,36,36015,18.2,2014
NY,36,36017,16.7,2014
NY,36,36019,16.6,2014
NY,36,36021,11.6,2014
NY,36,36023,13.8,2014
NY,36,36025,14.4,2014
NY,36,36027,10.2,2014
NY,36,36029,15.2,2014
NY,36,36031,12.0,2014
NY,36,36033,18.5,2014
NY,36,36035,17.8,2014
NY,36,36037,12.0,2014
NY,36,36039,11.1,2014
NY,36,36041,11.4,2014
NY,36,36043,16.5,2014
NY,36,36045,15.1,2014
NY,36,36047,23.4,2014
NY,36,36049,14.3,2014
NY,36,36051,14.7,2014
NY,36,36053,11.8,2014
NY,36,36055,14.2,2014
NY,36,36057,18.9,2014
NY,36,36059,6.7,2014
NY,36,36061,17.7,2014
NY,36,36063,13.4,2014
NY,36,36065,17.7,2014
NY,36,36067,16.1,2014
NY,36,36069,11.5,2014
NY,36,36071,13.4,2014
NY,36,36073,15.5,2014
NY,36,36075,19.6,2014
NY,36,36077,18.9,2014
NY,36,36079,6.3,2014
NY,36,36081,15.4,2014
NY,36,36083,13.0,2014
NY,36,36085,14.5,2014
NY,36,36087,14.7,2014
NY,36,36089,18.9,2014
NY,36,36091,7.2,2014
NY,36,36093,13.2,2014
NY,36,36095,15.9,2014
NY,36,36097,15.4,2014
NY,36,36099,14.2,2014
NY,36,36101,16.6,2014
NY,36,36103,7.7,2014
NY,36,36105,16.3,2014
NY,36,36107,11.4,2014
NY,36,36109,18.7,2014
NY,36,36111,13.7,2014
NY,36,36113,13.3,2014
NY,36,36115,14.6,2014
NY,36,36117,12.9,2014
NY,36,36119,10.4,2014
NY,36,36121,12.3,2014
NY,36,36123,14.5,2014
NC,37,37001,17.9,2014
NC,37,37003,16.4,2014
NC,37,37005,20.5,2014
NC,37,37007,25.0,2014
NC,37,37009,20.9,2014
NC,37,37011,19.8,2014
NC,37,37013,18.8,2014
NC,37,37015,27.7,2014
NC,37,37017,25.6,2014
NC,37,37019,15.7,2014
NC,37,37021,13.9,2014
NC,37,37023,20.5,2014
NC,37,37025,12.2,2014
NC,37,37027,18.8,2014
NC,37,37029,9.7,2014
NC,37,37031,14.7,2014
NC,37,37033,19.9,2014
NC,37,37035,16.2,2014
NC,37,37037,13.9,2014
NC,37,37039,21.0,2014
NC,37,37041,23.2,2014
NC,37,37043,18.5,2014
NC,37,37045,21.1,2014
NC,37,37047,24.3,2014
NC,37,37049,16.4,2014
NC,37,37051,17.6,2014
NC,37,37053,11.2,2014
NC,37,37055,11.0,2014
NC,37,37057,16.9,2014
NC,37,37059,13.8,2014
NC,37,37061,27.7,2014
NC,37,37063,16.6,2014
NC,37,37065,25.9,2014
NC,37,37067,19.7,2014
NC,37,37069,15.4,2014
NC,37,37071,16.7,2014
NC,37,37073,15.6,2014
NC,37,37075,20.6,2014
NC,37,37077,15.9,2014
NC,37,37079,28.3,2014
NC,37,37081,17.3,2014
NC,37,37083,23.5,2014
NC,37,37085,20.5,2014
NC,37,37087,15.2,2014
NC,37,37089,12.9,2014
NC,37,37091,25.8,2014
NC,37,37093,19.5,2014
NC,37,37095,21.9,2014
NC,37,37097,12.7,2014
NC,37,37099,23.5,2014
NC,37,37101,15.3,2014
NC,37,37103,22.2,2014
NC,37,37105,18.5,2014
NC,37,37107,22.1,2014
NC,37,37109,16.0,2014
NC,37,37111,17.6,2014
NC,37,37113,18.1,2014
NC,37,37115,19.9,2014
NC,37,37117,19.7,2014
NC,37,37119,15.2,2014
NC,37,37121,19.2,2014
NC,37,37123,21.1,2014
NC,37,37125,15.5,2014
NC,37,37127,18.2,2014
NC,37,37129,18.0,2014
NC,37,37131,25.8,2014
NC,37,37133,14.3,2014
NC,37,37135,14.1,2014
NC,37,37137,17.9,2014
NC,37,37139,18.8,2014
NC,37,37141,15.4,2014
NC,37,37143,17.1,2014
NC,37,37145,18.7,2014
NC,37,37147,23.4,2014
NC,37,37149,14.7,2014
NC,37,37151,16.7,2014
NC,37,37153,24.7,2014
NC,37,37155,33.1,2014
NC,37,37157,19.4,2014
NC,37,37159,18.0,2014
NC,37,37161,21.5,2014
NC,37,37163,29.0,2014
NC,37,37165,28.9,2014
NC,37,37167,16.5,2014
NC,37,37169,13.8,2014
NC,37,37171,18.9,2014
NC,37,37173,19.3,2014
NC,37,37175,16.2,2014
NC,37,37177,28.3,2014
NC,37,37179,10.8,2014
NC,37,37181,27.0,2014
NC,37,37183,11.5,2014
NC,37,37185,22.8,2014
NC,37,37187,26.8,2014
NC,37,37189,26.2,2014
NC,37,37191,23.3,2014
NC,37,37193,23.4,2014
NC,37,37195,23.9,2014
NC,37,37197,17.2,2014
NC,37,37199,20.6,2014
ND,38,38001,10.2,2014
ND,38,38003,10.3,2014
ND,38,38005,29.9,2014
ND,38,38007,7.7,2014
ND,38,38009,9.7,2014
ND,38,38011,7.4,2014
ND,38,38013,8.3,2014
ND,38,38015,8.2,2014
ND,38,38017,11.3,2014
ND,38,38019,9.0,2014
ND,38,38021,11.7,2014
ND,38,38023,8.3,2014
ND,38,38025,9.5,2014
ND,38,38027,10.7,2014
ND,38,38029,13.2,2014
ND,38,38031,8.0,2014
ND,38,38033,10.7,2014
ND,38,38035,16.7,2014
ND,38,38037,16.1,2014
ND,38,38039,9.5,2014
ND,38,38041,11.1,2014
ND,38,38043,14.1,2014
ND,38,38045,9.7,2014
ND,38,38047,11.9,2014
ND,38,38049,12.3,2014
ND,38,38051,13.0,2014
ND,38,38053,8.6,2014
ND,38,38055,10.1,2014
ND,38,38057,7.3,2014
ND,38,38059,9.2,2014
ND,38,38061,9.3,2014
ND,38,38063,10.8,2014
ND,38,38065,10.6,2014
ND,38,38067,8.9,2014
ND,38,38069,11.6,2014
ND,38,38071,12.3,2014
ND,38,38073,8.4,2014
ND,38,38075,7.7,2014
ND,38,38077,9.7,2014
ND,38,38079,31.6,2014
ND,38,38081,7.3,2014
ND,38,38083,16.1,2014
ND,38,38085,33.6,2014
ND,38,38087,9.4,2014
ND,38,38089,7.6,2014
ND,38,38091,7.1,2014
ND,38,38093,11.6,2014
ND,38,38095,10.9,2014
ND,38,38097,8.9,2014
ND,38,38099,10.9,2014
ND,38,38101,8.5,2014
ND,38,38103,10.9,2014
ND,38,38105,6.9,2014
OH,39,39001,24.8,2014
OH,39,39003,18.0,2014
OH,39,39005,14.6,2014
OH,39,39007,21.5,2014
OH,39,39009,29.9,2014
OH,39,39011,8.3,2014
OH,39,39013,16.1,2014
OH,39,39015,15.0,2014
OH,39,39017,14.4,2014
OH,39,39019,13.5,2014
OH,39,39021,11.3,2014
OH,39,39023,18.2,2014
OH,39,39025,11.2,2014
OH,39,39027,13.7,2014
OH,39,39029,15.9,2014
OH,39,39031,18.1,2014
OH,39,39033,15.4,2014
OH,39,39035,19.6,2014
OH,39,39037,12.2,2014
OH,39,39039,11.7,2014
OH,39,39041,4.8,2014
OH,39,39043,13.9,2014
OH,39,39045,9.6,2014
OH,39,39047,15.8,2014
OH,39,39049,17.3,2014
OH,39,39051,10.5,2014
OH,39,39053,26.1,2014
OH,39,39055,7.8,2014
OH,39,39057,13.2,2014
OH,39,39059,17.2,2014
OH,39,39061,17.6,2014
OH,39,39063,12.7,2014
OH,39,39065,19.0,2014
OH,39,39067,16.9,2014
OH,39,39069,10.2,2014
OH,39,39071,19.3,2014
OH,39,39073,17.5,2014
OH,39,39075,12.4,2014
OH,39,39077,13.4,2014
OH,39,39079,20.0,2014
OH,39,39081,20.0,2014
OH,39,39083,15.1,2014
OH,39,39085,8.9,2014
OH,39,39087,17.5,2014
OH,39,39089,13.5,2014
OH,39,39091,17.0,2014
OH,39,39093,14.7,2014
OH,39,39095,20.7,2014
OH,39,39097,12.6,2014
OH,39,39099,18.9,2014
OH,39,39101,21.3,2014
OH,39,39103,7.0,2014
OH,39,39105,22.6,2014
OH,39,39107,8.9,2014
OH,39,39109,10.6,2014
OH,39,39111,15.7,2014
OH,39,39113,19.7,2014
OH,39,39115,18.1,2014
OH,39,39117,12.1,2014
OH,39,39119,19.1,2014
OH,39,39121,16.3,2014
OH,39,39123,10.1,2014
OH,39,39125,12.3,2014
OH,39,39127,17.8,2014
OH,39,39129,13.2,2014
OH,39,39131,21.9,2014
OH,39,39133,14.2,2014
OH,39,39135,13.0,2014
OH,39,39137,7.8,2014
OH,39,39139,15.9,2014
OH,39,39141,19.2,2014
OH,39,39143,14.5,2014
OH,39,39145,27.2,2014
OH,39,39147,17.5,2014
OH,39,39149,10.7,2014
OH,39,39151,14.9,2014
OH,39,39153,13.4,2014
OH,39,39155,17.2,2014
OH,39,39157,13.4,2014
OH,39,39159,7.7,2014
OH,39,39161,10.1,2014
OH,39,39163,23.7,2014
OH,39,39165,5.8,2014
OH,39,39167,15.7,2014
OH,39,39169,13.9,2014
OH,39,39171,14.2,2014
OH,39,39173,13.5,2014
OH,39,39175,10.0,2014
OK,40,40001,27.2,2014
OK,40,40003,16.6,2014
OK,40,40005,21.8,2014
OK,40,40007,10.5,2014
OK,40,40009,15.0,2014
OK,40,40011,18.4,2014
OK,40,40013,19.1,2014
OK,40,40015,23.5,2014
OK,40,40017,7.7,2014
OK,40,40019,16.5,2014
OK,40,40021,20.6,2014
OK,40,40023,26.8,2014
OK,40,40025,18.0,2014
OK,40,40027,12.6,2014
OK,40,40029,20.9,2014
OK,40,40031,18.6,2014
OK,40,40033,17.8,2014
OK,40,40035,19.2,2014
OK,40,40037,15.8,2014
OK,40,40039,15.9,2014
OK,40,40041,18.8,2014
OK,40,40043,12.4,2014
OK,40,40045,12.0,2014
OK,40,40047,14.5,2014
OK,40,40049,19.2,2014
OK,40,40051,12.1,2014
OK,40,40053,12.3,2014
OK,40,40055,25.2,2014
OK,40,40057,24.8,2014
OK,40,40059,10.6,2014
OK,40,40061,24.5,2014
OK,40,40063,23.4,2014
OK,40,40065,17.2,2014
OK,40,40067,23.0,2014
OK,40,40069,20.1,2014
OK,40,40071,18.2,2014
OK,40,40073,10.0,2014
OK,40,40075,19.1,2014
OK,40,40077,20.7,2014
OK,40,40079,24.0,2014
OK,40,40081,14.9,2014
OK,40,40083,13.8,2014
OK,40,40085,12.5,2014
OK,40,40087,10.2,2014
OK,40,40089,20.9,2014
OK,40,40091,22.4,2014
OK,40,40093,11.8,2014
OK,40,40095,18.0,2014
OK,40,40097,17.6,2014
OK,40,40099,15.1,2014
OK,40,40101,22.2,2014
OK,40,40103,13.4,2014
OK,40,40105,16.1,2014
OK,40,40107,25.0,2014
OK,40,40109,17.9,2014
OK,40,40111,21.5,2014
OK,40,40113,16.6,2014
OK,40,40115,22.1,2014
OK,40,40117,15.4,2014
OK,40,40119,23.7,2014
OK,40,40121,21.7,2014
OK,40,40123,17.3,2014
OK,40,40125,17.5,2014
OK,40,40127,23.1,2014
OK,40,40129,12.3,2014
OK,40,40131,10.0,2014
